Round_name,Run_id,Version,Total_timespan,Total_travel_time,Average_travel_Time,Max_Travel_time,Total_#_cars,#_finished,Deadline Misses,Deadline_overTime,Time,Teleport_Jam,Teleport_Yield,Teleport_Wrong_Lane,#_Collisions,#Emergency_stops
Random_English.net.xml-test_R-1-Iteration-22,duaIterate,Micro-DUE.9.5,1366.00,175081.0,175.081,508.0,1000,1000.0,0,0,964.1925702095032,0,0,0,0,0
Random_English.net.xml-test_R-1-Iteration-23,duaIterate,Micro-DUE.9.5,1348.00,175870.0,175.87,477.0,1000,1000.0,0,0,964.1925702095032,0,0,0,0,0
Random_English.net.xml-test_R-1-Iteration-24,duaIterate,Micro-DUE.9.5,1362.00,175539.0,175.539,465.0,1000,1000.0,0,0,964.1925702095032,0,0,0,0,0
Random_English.net.xml-test_R-1-Iteration-25,duaIterate,Micro-DUE.9.5,1346.00,175134.0,175.134,487.0,1000,1000.0,0,0,964.1925702095032,0,0,0,0,0
Random_English.net.xml-test_R-1-Iteration-26,duaIterate,Micro-DUE.9.5,1362.00,175355.0,175.355,450.0,1000,1000.0,0,0,964.1925702095032,0,0,0,0,0
Random_English.net.xml-test_R-1-Iteration-27,duaIterate,Micro-DUE.9.5,1358.00,175356.0,175.356,525.0,1000,1000.0,0,0,964.1925702095032,0,0,0,0,0
Random_English.net.xml-test_R-1-Iteration-28,duaIterate,Micro-DUE.9.5,1360.00,175351.0,175.351,526.0,1000,1000.0,0,0,964.1925702095032,0,0,0,0,0
Random_English.net.xml-test_R-1-Iteration-29,duaIterate,Micro-DUE.9.5,1361.00,174901.0,174.901,488.0,1000,1000.0,0,0,964.1925702095032,0,0,0,0,0
Random_English.net.xml-test_R-1-Iteration-0,duaIterate,Meso-DUE.9.5,1368.00,173383.0,173.383,488.0,1000,1000.0,0,0,51.478901863098145,0,0,0,0,0
Random_English.net.xml-test_R-1-Iteration-1,duaIterate,Meso-DUE.9.5,1373.00,174553.0,174.553,533.0,1000,1000.0,0,0,51.478901863098145,0,0,0,0,0
Random_English.net.xml-test_R-1-Iteration-2,duaIterate,Meso-DUE.9.5,1350.00,174519.0,174.519,531.0,1000,1000.0,0,0,51.478901863098145,0,0,0,0,0
